userID,similarityC
75,0.49665111694869374
78,0.5448260555096867
127,0.48308118704123715
170,0.558125773791428
175,0.6050675678459209
190,0.6050675678459209
267,0.5654220863581618
325,0.6050675678459209
383,0.5101895436851398
476,0.5994430548183658
477,0.5491444308541679
493,0.6050675678459209
498,0.42833327609147337
533,0.6050675678459209
545,0.5481691092863769
548,0.4460248752929142
580,0.5101895436851398
622,0.558125773791428
636,0.5491444308541679
637,0.49173720922047587
728,0.4986198629810017
732,0.48923239610842617
783,0.6050675678459209
788,0.6114477480242074
894,0.5532449486992632
922,0.6050675678459209
937,0.6050675678459209
1017,0.5461619991753821
1035,0.5587888292756467
1047,0.558125773791428
1117,0.5101895436851398
1118,0.558125773791428
1122,0.5491444308541679
1160,0.6050675678459209
1164,0.517217020795707
1174,0.6063963994863798
1198,0.6050675678459209
1224,0.6050675678459209
1225,0.49336964175622017
1267,0.5014054808151204
1278,0.6050675678459209
1282,0.4648058787590702
1355,0.6050675678459209
1392,0.6050675678459209
1436,0.6050675678459209
1496,0.6050675678459209
1504,0.5101895436851398
1510,0.5587888292756467
1547,0.6050675678459209
1600,0.49173720922047587
1632,0.6114477480242074
1652,0.5357275402021318
1663,0.6050675678459209
1713,0.5101895436851398
1724,0.6114477480242074
1728,0.6063963994863798
1751,0.5587888292756467
1860,0.6114477480242074
1910,0.558125773791428
1915,0.6050675678459209
1988,0.6050675678459209
2039,0.517217020795707
2053,0.6050675678459209
2102,0.6050675678459209
2108,0.5587888292756467
2136,0.48923239610842617
2200,0.4671931397439337
2204,0.6050675678459209
2218,0.6050675678459209
2276,0.558125773791428
2315,0.5587888292756467
2429,0.6050675678459209
2435,0.6050675678459209
2455,0.558125773791428
2471,0.5587888292756467
2477,0.5033773958181527
2513,0.5587888292756467
2517,0.6050675678459209
2556,0.5532449486992632
2558,0.5321172246824102
2589,0.5101895436851398
2612,0.6050675678459209
2643,0.6050675678459209
2658,0.558125773791428
2692,0.558125773791428
2706,0.6050675678459209
2732,0.6063963994863798
2771,0.48579343724202767
2801,0.558125773791428
2842,0.5101895436851398
2852,0.5654220863581618
2853,0.5587888292756467
2891,0.6050675678459209
2901,0.5357275402021318
2904,0.6114477480242074
2930,0.558125773791428
3017,0.4626555824970746
3057,0.6063963994863798
3104,0.6050675678459209
3106,0.558125773791428
3174,0.6050675678459209
3190,0.6050675678459209
3271,0.5532449486992632
3301,0.6050675678459209
3304,0.6050675678459209
3313,0.6050675678459209
3369,0.5357275402021318
3392,0.5587888292756467
3429,0.5450245836260557
3493,0.6050675678459209
3512,0.558125773791428
3527,0.5450245836260557
3541,0.5587888292756467
3595,0.6050675678459209
3600,0.517217020795707
3710,0.558125773791428
3849,0.5587888292756467
3853,0.5587888292756467
3860,0.5491444308541679
3868,0.5101895436851398
3976,0.510915884576308
4002,0.5532449486992632
4022,0.6050675678459209
4078,0.6063963994863798
4087,0.5038055170292628
4146,0.5170914312225636
4188,0.5150183418293299
4198,0.5587888292756467
4254,0.5090987212637466
4335,0.558125773791428
4341,0.5448260555096867
4352,0.6050675678459209
4375,0.5191766212856997
4517,0.6050675678459209
4544,0.5587888292756467
4549,0.6050675678459209
4650,0.6050675678459209
4697,0.6050675678459209
4728,0.5101895436851398
4800,0.5491444308541679
4827,0.6050675678459209
4856,0.5587888292756467
4869,0.6050675678459209
4895,0.5587888292756467
4912,0.5191766212856997
4944,0.6050675678459209
5002,0.5532449486992632
5031,0.5101895436851398
5085,0.6050675678459209
5182,0.6050675678459209
5227,0.6050675678459209
5238,0.6050675678459209
5240,0.5020333407613982
5285,0.558125773791428
5321,0.6050675678459209
5459,0.6050675678459209
5461,0.6050675678459209
5475,0.5100107980148034
5494,0.4747311778032604
5552,0.6050675678459209
5593,0.5150183418293299
5706,0.6050675678459209
5757,0.558125773791428
5829,0.5587888292756467
5831,0.6050675678459209
5917,0.6114477480242074
5925,0.558125773791428
5954,0.558125773791428
5978,0.5587888292756467
6018,0.6063963994863798
6082,0.5448260555096867
6119,0.558125773791428
6150,0.6050675678459209
6227,0.5587888292756467
6264,0.6050675678459209
6302,0.38773624460661604
6323,0.6050675678459209
6352,0.6063963994863798
6362,0.558125773791428
6375,0.558125773791428
6385,0.5587888292756467
6393,0.6050675678459209
6400,0.6050675678459209
6443,0.6050675678459209
6449,0.4459842716027269
6471,0.5491444308541679
6477,0.6050675678459209
6528,0.558125773791428
6532,0.5587888292756467
6550,0.6063963994863798
6571,0.5587888292756467
6616,0.558125773791428
6625,0.5654220863581618
6757,0.6114477480242074
6758,0.558125773791428
6785,0.5170914312225636
6862,0.5101895436851398
6946,0.5491444308541679
6971,0.6050675678459209
7088,0.5191766212856997
7181,0.6050675678459209
7195,0.6050675678459209
7248,0.448352858524012
7252,0.6050675678459209
7287,0.6050675678459209
7315,0.6050675678459209
7317,0.558125773791428
7354,0.5587888292756467
7461,0.6050675678459209
7587,0.6114477480242074
7612,0.6050675678459209
7635,0.5587888292756467
7685,0.5587888292756467
7704,0.5481691092863769
7711,0.6114477480242074
7727,0.5994430548183658
7740,0.5994430548183658
7743,0.5587888292756467
7815,0.5654220863581618
7849,0.6114477480242074
7919,0.5587888292756467
8041,0.6050675678459209
8048,0.6050675678459209
8094,0.41329031830067775
8114,0.6050675678459209
8127,0.6050675678459209
8148,0.517217020795707
8168,0.6050675678459209
8194,0.5357275402021318
8209,0.6063963994863798
8216,0.4986198629810017
8282,0.558125773791428
8423,0.6050675678459209
8434,0.6050675678459209
8517,0.6050675678459209
8584,0.558125773791428
8604,0.6063963994863798
8610,0.5587888292756467
8619,0.5654220863581618
8621,0.6114477480242074
8624,0.5587888292756467
8642,0.6050675678459209
8651,0.6050675678459209
8683,0.6050675678459209
8699,0.558125773791428
8701,0.6050675678459209
8726,0.558125773791428
8740,0.6114477480242074
8787,0.6050675678459209
8824,0.5654220863581618
8858,0.6050675678459209
8881,0.6050675678459209
8892,0.6050675678459209
8893,0.6050675678459209
8905,0.5587888292756467
8930,0.6063963994863798
8970,0.5587888292756467
8996,0.6050675678459209
9029,0.5654220863581618
9034,0.6050675678459209
9060,0.6114477480242074
9085,0.6050675678459209
9117,0.5994430548183658
9127,0.558125773791428
9134,0.5170914312225636
9139,0.6114477480242074
9177,0.5654220863581618
9245,0.558125773791428
9277,0.48655453373326507
9370,0.6050675678459209
9411,0.49173720922047587
9415,0.6050675678459209
9470,0.5587888292756467
9475,0.558125773791428
9522,0.6050675678459209
9593,0.509891236379686
9595,0.6114477480242074
9807,0.5654220863581618
9889,0.5450245836260557
10025,0.5587888292756467
10058,0.558125773791428
10064,0.3896075133218952
10084,0.6050675678459209
10094,0.6050675678459209
10125,0.6050675678459209
10132,0.6050675678459209
10154,0.558125773791428
10181,0.5587888292756467
10191,0.558125773791428
10200,0.5150107162031758
10231,0.5587888292756467
10272,0.5172533378402654
10335,0.5101895436851398
10420,0.5654220863581618
10476,0.5587888292756467
10479,0.6050675678459209
10516,0.6063963994863798
10521,0.517217020795707
10563,0.558125773791428
10639,0.44666648375759543
10652,0.6063963994863798
10674,0.6114477480242074
10739,0.5587888292756467
10783,0.558125773791428
10791,0.5587888292756467
10844,0.5485442686440565
10905,0.6114477480242074
10931,0.6063963994863798
10936,0.558125773791428
10986,0.558125773791428
11032,0.549540048721439
11090,0.5491444308541679
11114,0.6050675678459209
11162,0.6050675678459209
11188,0.6050675678459209
11220,0.6050675678459209
11228,0.5491444308541679
11239,0.6063963994863798
11240,0.5448260555096867
11244,0.5587888292756467
11255,0.5587888292756467
11277,0.5587888292756467
11338,0.6050675678459209
11411,0.5587888292756467
11420,0.5191766212856997
11424,0.510915884576308
11451,0.46183498298410414
11457,0.558125773791428
11510,0.6050675678459209
11515,0.5994430548183658
11554,0.6050675678459209
11563,0.5587888292756467
11569,0.510915884576308
11577,0.6050675678459209
11613,0.6050675678459209
11638,0.6050675678459209
11728,0.5644828585364875
11744,0.558125773791428
11758,0.5448260555096867
11802,0.6050675678459209
11809,0.6050675678459209
11810,0.5191766212856997
11824,0.5491444308541679
11825,0.6063963994863798
11898,0.5994430548183658
11912,0.558125773791428
11930,0.5448260555096867
11937,0.5491444308541679
12025,0.6050675678459209
12028,0.6050675678459209
12040,0.5481691092863769
12046,0.558125773791428
12051,0.6050675678459209
12056,0.5654220863581618
12064,0.6063963994863798
12126,0.44666648375759543
12221,0.6050675678459209
12259,0.5170914312225636
12265,0.6050675678459209
12272,0.5587888292756467
12283,0.5481691092863769
12296,0.6050675678459209
12309,0.6050675678459209
12313,0.558125773791428
12356,0.5191766212856997
12428,0.549540048721439
12451,0.5587888292756467
12458,0.5587888292756467
12459,0.45465682050756107
12554,0.558125773791428
12563,0.5491444308541679
12621,0.6050675678459209
12622,0.5033773958181527
12681,0.5587888292756467
12759,0.6050675678459209
12760,0.5485442686440565
12818,0.5587888292756467
12866,0.5587888292756467
12888,0.48923239610842617
12917,0.6050675678459209
